Names,PSNRs_Med,SSIMs_Med,Times_Med
DME-1029576-2.jpeg,27.2804406568124,0.607374221793876,0.0080759
DME-1029576-3.jpeg,25.4589312589572,0.558059079936355,0.007049
DME-1029576-4.jpeg,25.9917300705259,0.564909439992871,0.005356
DME-1029576-5.jpeg,27.3436247603221,0.563616098705065,0.0066406
DME-1043402-1.jpeg,22.4614233795939,0.357555887521919,0.007373
NORMAL206.jpeg,23.2645096544088,0.414747014860983,0.0043191
NORMAL21.jpeg,23.3189593578175,0.401800278879234,0.0053913
NORMAL22.jpeg,23.008032185837,0.41095071497607,0.0060996
skan59.jpeg,25.7697309783142,0.328510004812335,0.0074915
patient1_raw0002.png,25.8044416063604,0.357852523105547,0.0065308
patient1_raw0003.png,25.8054772028137,0.357556399406758,0.0086196
patient1_raw0004.png,25.8314495512645,0.357969816928285,0.0073412
patient1_raw0005.png,25.8215019067231,0.35746929003739,0.0067008
patient1_raw0006.png,25.8306481499566,0.360926398145894,0.0088492
